Predateur;Proie;Nom_vernaculaire;Proie(acc_name);Type;Pays;Région;Site;Date;Scavenger;Source;Commentaires
Equus asinus;Chrysanthellum pusillum;;;Not eaten;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Crotalaria spp.;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Oxalis corniculata;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Phoradendron henslovii;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Panicum spp.;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Paspalum spp.;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Sporobolus indicus;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Digitaria adscendens;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Eragrostis spp.;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Cyperus spp.;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Psidium galapageium;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Psidium guajava;;;Feeds on;Ecuador;Galapagos Islands;;;;Understanding Invasive Species in the Galapagos Islands - From the Molecular to the Landscape;
Equus asinus;Psidium guajava;;;Disperse;Ecuador;Galapagos Islands;;;;Understanding Invasive Species in the Galapagos Islands - From the Molecular to the Landscape;
Equus asinus;Rubus niveus;;;Feeds on;Ecuador;Galapagos Islands;;;;Understanding Invasive Species in the Galapagos Islands - From the Molecular to the Landscape;
Equus asinus;Rubus niveus;;;Disperse;Ecuador;Galapagos Islands;;;;Understanding Invasive Species in the Galapagos Islands - From the Molecular to the Landscape;
Equus asinus;Antephora hermaphrodita;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Trichoneura lindleyana;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Cenchrus platyyacanthus;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Synedrella nodiflora;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Solanum nodiflorum;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Acalypha parvula;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Tephrosia decumbens;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Commelina diffusa;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Volcan Alcedo);;;10.2307/3801865;Observation et contenu fécal sur le volcan Alcedo (Isabela)
Equus asinus;Psidium galapageium;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;;;;Frugivory and seed dispersal in the Galapagos;DB based on litterature
Equus caballus;Psidium guajava;;;Feeds on;Ecuador;Galapagos Islands;;;;Understanding Invasive Species in the Galapagos Islands - From the Molecular to the Landscape;
Equus caballus;Psidium guajava;;;Disperse;Ecuador;Galapagos Islands;;;;Understanding Invasive Species in the Galapagos Islands - From the Molecular to the Landscape;
Felis catus;Rattus rattus;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Thraupidae;Finches;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Nesomimus parvulus;Galapagos mockingbirds;Mimus parvulus;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Myarchus magnirostris;Broad-billed flycatcher;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Dendroica petechia;Yellow warbler;Setophaga petechia;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Zenaida galapagoensis;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Sula spp.;Boobies;;Feeds on eggs;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Sula spp.;Boobies;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Creagrus furcatus;Swallow-tailed gulls;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Phaethon aethreus;Red-billed tropicbirds;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Phalacrocorax harrisi;Flightless cormorant;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Fregata spp.;Frigatebirds;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Ardeidae;Herons;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Spheniscus mendiculus;Galapagos penguin;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Tropidurus spp.;Lava lizards;Microlophus spp.;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Amblyrhynchus cristatus;Marine Iguana;;Feeds on young;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Schistocerca melanocera;Grasshoppers;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Halmenus spp.;Grasshoppers;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Centruridae;Scorpions;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Scolopendra galapagoensis;Galapagos centipede;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Acrididae;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Tenebrionidae;Beetles;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Stomion spp.;Beetles;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Grapsus grapsus;Sally lightfoot crabs;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Castela spp.;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Graminae;;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Fish;Fish;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;Oui;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Tenebrionidae;Beetles;;Feeds on;Ecuador;Galapagos Islands;Isabela (Tagus cove);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Rattus rattus;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Thraupidae;Finches;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Nesomimus parvulus;Galapagos mockingbirds;Mimus parvulus;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Myarchus magnirostris;Broad-billed flycatcher;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Dendroica petechia;Yellow warbler;Setophaga petechia;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Zenaida galapagoensis;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Creagrus furcatus;Swallow-tailed gulls;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Phaethon aethreus;Red-billed tropicbirds;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Phalacrocorax harrisi;Flightless cormorant;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Fregata spp.;Frigatebirds;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Ardeidae;Herons;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Spheniscus mendiculus;Galapagos penguin;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Tropidurus spp.;Lava lizards;Microlophus spp.;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Amblyrhynchus cristatus;Marine Iguana;;Feeds on young;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Schistocerca melanocera;Grasshoppers;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Halmenus spp.;Grasshoppers;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Centruridae;Scorpions;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Scolopendra galapagoensis;Galapagos centipede;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Acrididae;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Tenebrionidae;Beetles;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Stomion spp.;Beetles;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Grapsus grapsus;Sally lightfoot crabs;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Castela spp.;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Graminae;;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Fish;Fish;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;Oui;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Tenebrionidae;Beetles;;Feeds on;Ecuador;Galapagos Islands;Santa Cruz (Cerro Colorodo);1979-1980;;Michael J. Konecny PhD Thesis (Behavioral ecology of feral house cats in the galapagos islands, ecuador);Observation et contenu fécal
Felis catus;Geochelone elephantopus;;;Feeds on young;Ecuador;Galapagos Islands;;;;10.2307/1296204;
Felis catus;Mus musculus;;;Feeds on;Ecuador;Galapagos Islands;;;;https://doi.org/10.1016/j.mambio.2018.02.004;
Felis catus;Geospiza fuliginosa;;;Feeds on;Ecuador;Galapagos Islands;;;;https://doi.org/10.1016/j.mambio.2018.02.005;
Felis catus;Microlophus bivittatus;;;Feeds on;Ecuador;Galapagos Islands;;;;https://doi.org/10.1016/j.mambio.2018.02.006;
Felis catus;Pterodroma phaepygia;;;Feeds on;Ecuador;Galapagos Islands;;;;https://doi.org/10.1017/S0959270900001283;
